time,distance,strafes,pre,max,height,sync,crouchjump,-forward
1668975747,271.4838,10,275.351,347,57.0,69,yes,yes
1668975753,265.0360,9,274.851,330,57.0,52,yes,yes
1668975757,268.4009,9,275.851,327,57.0,58,yes,yes
1668975759,272.3915,10,275.601,334,57.0,75,yes,yes
1668975762,277.4922,10,274.601,354,57.0,78,yes,yes
1668975764,269.5302,9,276.101,335,57.0,67,yes,yes
1668975766,275.9843,10,273.850,350,57.0,68,yes,yes
1668975797,275.1459,10,272.976,348,57.0,70,yes,yes
1668975799,272.9459,10,274.601,341,57.0,70,yes,yes
1668975801,268.1596,10,275.101,334,57.0,66,yes,yes
1668975803,275.1702,10,274.601,358,57.0,90,yes,yes
1668975806,255.1526,10,274.726,306,57.0,61,yes,yes
1668975810,265.7983,10,274.226,326,57.0,52,yes,yes
1668975814,267.0435,10,274.601,332,57.0,63,yes,yes
1668975816,270.3309,10,273.601,352,57.0,71,yes,yes
1668975820,272.7607,9,275.351,346,57.0,68,yes,yes
1668975833,275.9516,8,274.226,345,57.0,63,yes,yes
1668975835,271.6782,8,275.851,337,57.0,68,yes,yes
1668975839,266.7009,5,274.226,329,57.0,80,yes,yes
1668975843,263.5004,5,271.694,327,57.0,59,yes,yes
1668975853,261.9555,3,273.601,328,57.0,65,yes,yes
1668975857,262.0736,4,275.226,314,57.0,59,yes,yes
1668975860,259.1268,8,273.351,306,57.0,58,yes,yes
1668975871,275.6294,9,274.851,344,57.0,67,yes,yes
1668975875,266.1225,9,275.101,323,57.0,65,yes,yes
1668975882,269.1916,9,274.601,330,57.0,56,yes,yes
1668975886,260.0541,10,274.601,312,57.0,64,yes,yes
1668975888,265.7352,10,274.851,321,57.0,63,yes,yes
1668975894,274.1722,10,274.601,343,57.0,80,yes,yes
1668975896,275.4483,10,275.017,344,57.0,78,yes,yes
1668975910,269.4951,10,274.851,340,57.0,68,yes,yes
1668975912,279.8099,10,275.851,359,57.0,82,yes,yes
1668975914,274.3648,10,275.884,344,57.0,75,yes,yes
1668975916,275.9991,10,274.911,348,57.0,77,yes,yes
1668975920,274.5891,10,274.226,343,57.0,71,yes,yes
1668975922,268.9407,8,274.601,338,57.0,69,yes,yes
1668975925,277.0712,10,272.851,352,57.0,80,yes,yes
1668975927,272.8135,10,275.101,346,57.0,63,yes,yes
1668975931,266.5328,10,274.851,339,57.0,78,yes,yes
1668975933,276.8160,10,273.601,347,57.0,78,yes,yes
1668975935,280.4232,10,275.851,361,57.0,80,yes,yes
1668975937,265.8930,10,275.601,330,57.0,58,yes,yes
1668975939,276.0634,10,274.851,349,57.0,71,yes,yes
1668975943,259.4356,10,275.851,319,57.0,67,yes,yes
1668975945,276.9468,10,275.351,354,57.0,81,yes,yes
1668975947,269.3483,10,273.351,332,57.0,68,yes,yes
1668975957,273.6224,9,275.601,345,57.0,68,yes,yes
1668975959,272.4101,10,276.101,339,57.0,56,yes,yes
1668975961,267.1796,10,274.851,335,57.0,56,yes,yes
1668975963,271.6622,10,271.601,340,57.0,66,yes,yes
1668975978,259.3174,10,275.851,316,57.0,63,yes,yes
1668975980,273.5807,10,275.851,336,57.0,76,yes,yes
1668975982,275.3869,10,275.601,347,57.0,78,yes,yes
1668975985,277.6484,10,275.351,350,57.0,76,yes,yes
1668975987,274.3430,10,272.851,349,57.8,73,yes,yes
1668975989,269.7703,10,274.726,332,57.0,67,yes,yes
1668975993,279.2407,10,274.226,350,57.0,73,yes,yes
1668975999,266.0251,8,275.101,337,57.0,70,yes,yes
1668976001,275.6856,10,274.601,343,57.0,65,yes,yes
1668976003,275.3714,10,275.101,347,57.0,65,yes,yes
1668976005,273.8468,10,274.851,338,57.0,56,yes,yes
1668976007,277.7339,10,276.101,346,57.0,68,yes,yes
1668976014,266.8968,10,271.850,317,57.0,39,yes,yes
1668976016,274.8356,10,275.601,340,57.0,71,yes,yes
1668976021,276.2714,10,272.850,345,57.0,70,yes,yes
1668976025,272.8681,10,273.850,335,57.0,56,yes,yes
1668976028,276.3680,10,275.601,353,57.0,72,yes,yes
1668976031,275.0297,10,275.351,343,57.0,73,yes,yes
1668976034,279.1187,10,275.851,344,57.0,70,yes,yes
1668976036,275.2880,10,275.101,344,57.0,67,yes,yes
1668976038,264.5321,10,275.351,313,57.0,36,yes,yes
1668976043,276.1240,8,275.601,352,57.0,77,yes,yes
1668976048,273.6157,10,275.351,341,57.0,66,yes,yes
1668976057,272.8347,10,274.601,333,57.0,57,yes,yes
1668976059,275.6090,10,275.601,337,57.0,60,yes,yes
1668976062,272.9045,10,276.101,339,57.0,69,yes,yes
1668976064,272.8904,10,275.351,336,57.0,62,yes,yes
1668976066,275.1598,10,274.226,344,57.0,70,yes,yes
1668976076,265.2339,10,274.601,319,57.0,41,yes,yes
1668976078,259.9479,10,274.601,298,57.0,21,yes,yes
1668976080,263.9284,10,275.147,312,57.0,32,yes,yes
1668976082,269.3995,10,275.101,319,57.0,43,yes,yes
1668976090,279.7398,10,275.226,351,57.0,81,yes,yes
1668976092,268.7935,10,272.350,326,57.0,45,yes,yes
1668976094,273.7780,10,275.351,337,57.0,54,yes,yes
1668976096,270.2617,10,275.851,333,57.0,52,yes,yes
1668976098,273.8480,10,274.851,331,57.0,52,yes,yes
1668976102,276.2014,10,275.601,343,57.0,67,yes,yes
1668976104,276.3666,10,275.954,348,57.0,78,yes,yes
1668976106,274.7128,10,275.351,342,57.0,69,yes,yes
1668976110,276.6669,10,275.101,350,57.0,82,yes,yes
1668976112,267.7145,10,276.101,319,57.0,37,yes,yes
1668976114,267.6359,10,273.351,333,57.0,78,yes,yes
1668976119,274.5393,10,271.487,337,57.0,54,yes,yes
1668976121,277.5891,10,275.851,358,57.0,82,yes,yes
1668976123,270.1276,10,274.601,321,57.0,45,yes,yes
1668976125,272.3108,10,274.226,340,57.0,72,yes,yes
1668976129,271.5920,9,275.851,340,57.0,70,yes,yes
1668976133,277.6451,10,274.657,343,57.0,67,yes,yes
1668976135,268.9757,10,276.101,324,57.0,46,yes,yes
1668976140,268.6435,10,275.601,331,57.0,52,yes,yes
1668976146,272.8444,9,274.851,336,57.0,54,yes,yes
1668976148,273.5930,10,274.851,350,57.0,80,yes,yes
1668976152,277.3666,10,274.851,354,57.0,77,yes,yes
1668976154,276.1545,10,275.851,343,57.0,68,yes,yes
1668976156,263.7564,10,274.601,312,57.0,33,yes,yes
1668976158,274.5811,10,276.048,348,57.0,75,yes,yes
1668976160,274.0318,10,268.525,348,57.0,74,yes,yes
1668976162,267.4159,10,273.850,321,57.0,40,yes,yes
1668976164,263.8041,9,275.027,314,57.0,31,yes,yes
1668976168,278.9640,10,274.601,358,57.0,81,yes,yes
1668976170,271.6203,10,275.851,340,57.0,60,yes,yes
1668976172,277.7977,10,274.601,351,57.0,77,yes,yes
1668976174,269.4899,10,274.851,336,57.0,74,yes,yes
1668976176,277.0771,10,275.851,339,57.0,55,yes,yes
1668976179,262.6565,10,274.109,308,57.0,27,yes,yes
1668976183,271.3845,10,271.350,348,57.0,74,yes,yes
1668976242,260.3637,10,268.850,320,57.0,69,yes,yes
1668976244,274.0324,10,272.850,351,57.0,78,yes,yes
1668976246,276.2626,10,275.351,345,57.0,76,yes,yes
1668976248,270.1955,10,269.350,345,57.0,75,yes,yes
1668976250,277.9948,10,275.601,352,57.0,80,yes,yes
1668976254,271.2195,10,275.101,330,57.0,47,yes,yes
1668976256,274.9603,10,273.850,355,57.0,76,yes,yes
1668976258,282.2953,10,275.153,359,57.0,81,yes,yes
1668976260,276.6154,10,274.465,346,57.0,70,yes,yes
1668976268,269.7519,10,275.851,334,57.0,75,yes,yes
1668976270,269.6798,10,274.152,340,57.0,76,yes,yes
1668976272,271.0053,10,275.851,329,57.0,48,yes,yes
1668976275,277.5363,10,275.601,356,57.0,75,yes,yes
1668976277,278.9553,10,276.101,349,57.0,67,yes,yes
1668976279,277.0017,10,275.351,356,57.0,78,yes,yes
1668976284,271.5257,10,274.601,343,57.0,73,yes,yes
1668976286,275.6393,10,272.850,346,57.0,72,yes,yes
1668976288,279.4733,10,276.101,358,57.0,84,yes,yes
1668976290,276.8348,10,274.851,356,57.0,76,yes,yes
1668976293,277.1967,10,274.924,350,57.0,81,yes,yes
1668976295,276.7860,10,276.101,348,57.0,66,yes,yes
1668976297,281.3389,10,275.601,362,57.0,83,yes,yes
1668976301,275.5527,10,274.851,337,57.0,54,yes,yes
1668976303,270.7699,8,273.798,336,57.0,54,yes,yes
1668976307,269.1377,10,272.927,335,57.0,69,yes,yes
1668976309,275.8559,10,276.050,334,57.0,54,yes,yes
1668976311,271.0062,10,274.601,323,57.0,43,yes,yes
1668976316,268.8210,10,275.101,341,57.0,75,yes,yes
1668976318,263.8788,10,274.811,340,57.0,79,yes,yes
1668976329,276.4833,10,275.351,350,57.0,75,yes,yes
1668976331,281.4508,10,274.601,361,57.0,88,yes,yes
1668976333,277.7689,10,275.851,352,57.0,76,yes,yes
1668976335,279.6794,10,275.851,355,57.0,81,yes,yes
1668976337,272.7041,10,275.351,338,57.0,59,yes,yes
1668976344,265.5302,10,276.101,311,57.0,29,yes,yes
1668976346,274.8688,10,276.101,348,57.0,75,yes,yes
1668976348,277.1690,10,275.601,350,57.0,77,yes,yes
1668976351,277.8147,10,275.851,353,57.0,78,yes,yes
1668976354,278.5739,10,275.601,353,57.0,74,yes,yes
1668976356,273.9137,10,275.101,344,57.0,58,yes,yes
1668976358,269.0296,10,275.101,329,57.0,72,yes,yes
1668976360,272.2594,10,275.101,334,57.0,58,yes,yes
1668976362,279.2144,10,276.101,355,57.0,82,yes,yes
1668976364,276.8745,10,275.851,346,57.0,74,yes,yes
1668976367,271.4522,10,274.226,339,57.0,64,yes,yes
1668976383,276.0879,10,275.101,353,57.0,77,yes,yes
1668976385,279.1007,10,275.580,355,57.0,79,yes,yes
1668976387,272.6342,10,276.084,355,57.0,84,yes,yes
1668976389,265.5198,10,274.851,352,57.0,86,yes,yes
1668976391,278.1081,10,275.601,358,57.0,84,yes,yes
1668976393,277.0818,10,275.601,352,57.0,81,yes,yes
1668976395,276.4111,10,275.101,351,57.0,78,yes,yes
1668976397,278.7861,10,275.641,351,57.0,75,yes,yes
1668976399,268.3173,10,275.601,327,57.0,43,yes,yes
1668976401,269.5916,10,275.851,330,57.0,49,yes,yes
1668976404,276.6513,10,275.601,353,57.0,79,yes,yes
1668976405,278.4091,10,276.101,354,57.0,67,yes,yes
1668976408,269.1425,10,275.599,322,57.0,39,yes,yes
1668976410,264.9333,10,275.101,312,57.0,32,yes,yes
1668976412,272.8093,10,275.351,335,57.0,53,yes,yes
1668976414,278.1216,10,275.851,355,57.0,76,yes,yes
1668976416,267.8848,10,274.601,324,57.0,41,yes,yes
1668976448,265.7146,8,275.601,341,57.0,65,yes,yes
1668976450,267.7969,10,275.351,328,57.0,42,yes,yes
1668976455,273.4635,10,275.351,347,57.0,73,yes,yes
1668976503,275.5966,10,275.851,347,57.0,72,yes,yes
1668976515,271.1442,10,274.851,345,57.0,63,yes,yes
1668976517,270.4280,10,274.851,336,57.0,64,yes,yes
1668976519,259.2239,10,275.101,313,57.0,66,yes,yes
1668976526,269.4152,10,275.601,341,57.0,62,yes,yes
1668976541,270.4022,10,276.101,336,57.0,67,yes,yes
1668976543,269.2911,10,275.851,330,57.0,74,yes,yes
1668976545,264.8104,10,272.850,332,57.0,54,yes,yes
1668976547,271.3742,10,271.726,341,57.0,73,yes,yes
1668976549,277.0968,10,276.101,341,57.0,58,yes,yes
1668976551,267.9045,10,275.851,329,57.0,50,yes,yes
1668976555,269.6488,10,275.101,336,57.0,54,yes,yes
1668976557,266.6546,10,275.601,330,57.0,48,yes,yes
1668976559,266.1906,10,275.851,327,57.0,43,yes,yes
1668976561,276.7489,10,273.350,349,57.0,69,yes,yes
1668976563,274.3927,10,273.266,346,57.0,72,yes,yes
1668976565,277.7050,10,275.101,354,57.0,79,yes,yes
1668976567,279.7710,10,275.101,357,57.0,80,yes,yes
1668976571,279.7184,10,275.101,361,57.0,80,yes,yes
1668976573,277.8301,10,275.351,361,57.0,84,yes,yes
1668976584,274.1469,10,272.851,347,57.0,68,yes,yes
1668976586,279.8977,10,276.101,356,57.0,75,yes,yes
1668976591,268.0062,10,275.101,326,57.0,43,yes,yes
1668976593,278.4953,10,275.601,355,57.0,77,yes,yes
1668976595,275.8495,10,275.351,348,57.0,78,yes,yes
1668976598,274.3504,10,276.101,340,57.0,62,yes,yes
1668976600,276.5359,10,275.645,347,57.0,75,yes,yes
1668976602,269.6468,10,274.851,327,57.0,44,yes,yes
1668976624,269.1975,10,275.101,339,57.0,63,yes,yes
1668976626,272.2338,8,275.351,344,57.0,70,yes,yes
1668976640,269.6527,10,275.101,333,57.0,55,yes,yes
1668976642,275.2083,10,274.601,345,57.0,72,yes,yes
1668976644,274.9982,10,272.850,351,57.0,73,yes,yes
1668976652,278.1990,10,275.957,351,57.0,81,yes,yes
1668976657,271.7237,10,275.351,337,57.0,64,yes,yes
1668976659,273.6501,10,276.101,349,57.0,75,yes,yes
1668976661,277.1921,10,276.101,349,57.0,78,yes,yes
1668976663,274.5766,10,276.101,343,57.0,65,yes,yes
1668976666,270.6820,10,275.351,322,57.0,41,yes,yes
1668976668,256.7592,10,274.726,302,57.0,25,yes,yes
1668976678,273.5155,9,274.601,348,57.0,75,yes,yes
1668976681,270.8471,10,275.351,344,57.0,70,yes,yes
1668976683,276.2098,10,275.101,344,57.0,80,yes,yes
1668976685,276.0302,10,276.101,344,57.0,65,yes,yes
1668976687,262.6157,10,275.601,307,57.0,29,yes,yes
1668976691,280.4181,10,274.851,360,57.0,85,yes,yes
1668976693,276.3226,10,274.851,346,57.0,65,yes,yes
1668976695,271.5579,10,271.850,337,57.0,60,yes,yes
1668976698,277.3580,10,275.101,352,57.0,75,yes,yes
1668976700,272.9521,10,274.226,335,57.0,57,yes,yes
1668976702,280.5601,10,274.851,363,57.0,85,yes,yes
1668976706,264.1452,8,274.851,316,57.0,35,yes,yes
1668976738,277.9424,10,273.601,352,57.0,73,yes,yes
1668976740,279.9365,10,275.351,358,57.0,76,yes,yes
1668976744,274.3824,10,276.101,352,57.0,81,yes,yes
1668976746,273.1905,10,273.786,345,57.0,75,yes,yes
1668976750,277.8834,10,275.042,353,57.0,75,yes,yes
1668976752,274.6333,10,274.601,353,57.0,71,yes,yes
1668976754,281.2856,10,274.717,357,57.0,71,yes,yes
1668976756,271.8377,10,274.636,341,57.0,60,yes,yes
1668976760,277.3269,10,274.851,354,57.0,75,yes,yes
1668976762,279.6012,10,275.101,359,57.0,82,yes,yes
1668976766,274.0236,10,274.851,352,57.0,79,yes,yes
1668976768,275.8895,10,275.351,355,57.0,82,yes,yes
1668976770,276.6229,10,274.851,355,57.0,84,yes,yes
1668976774,277.0035,10,275.851,355,57.0,82,yes,yes
1668976776,279.4338,10,275.851,349,57.0,67,yes,yes
1668976778,273.3061,10,274.851,347,57.0,68,yes,yes
1668976783,278.0737,10,275.851,344,57.0,59,yes,yes
1668976785,275.2578,10,273.476,342,57.0,60,yes,yes
1668976787,261.4029,10,274.726,305,57.0,28,yes,yes
1668976789,263.5839,10,275.101,318,57.0,36,yes,yes
1668976791,278.0894,10,275.101,351,57.0,77,yes,yes
1668976793,265.5899,10,274.601,310,57.0,28,yes,yes
1668976820,273.9010,10,274.351,346,57.0,60,yes,yes
1668976822,273.8731,10,275.601,355,57.0,68,yes,yes
1668976826,271.1098,10,273.429,332,57.0,47,yes,yes
1668976828,260.2212,10,275.351,313,57.0,33,yes,yes
1668976830,273.6353,10,275.457,348,57.0,62,yes,yes
1668976832,270.6662,10,274.851,329,57.0,46,yes,yes
1668976834,276.5468,10,275.101,340,57.0,56,yes,yes
1668976836,274.4644,10,275.101,349,57.0,66,yes,yes
1668976838,274.9747,10,274.851,349,57.0,72,yes,yes
1668976840,274.3085,10,275.851,347,57.0,70,yes,yes
1668976843,272.5086,10,275.851,348,57.0,78,yes,yes
1668976845,273.3547,10,276.101,342,57.0,66,yes,yes
1668976851,277.6065,10,275.101,359,57.0,70,yes,yes
1668976853,274.1085,10,275.101,345,57.0,64,yes,yes
1668976855,273.6738,10,275.851,333,57.0,71,yes,yes
1668976859,275.8322,10,275.601,354,57.0,82,yes,yes
1668976861,275.2409,10,275.091,351,57.0,79,yes,yes
1668976863,274.7777,10,276.101,348,57.0,61,yes,yes
1668976865,275.3656,10,275.851,339,57.0,52,yes,yes
1668976868,272.6743,10,274.601,347,57.0,64,yes,yes
1668976871,273.1915,10,275.601,353,57.0,80,yes,yes
1668976873,268.6376,10,275.351,356,57.0,81,yes,yes
1668976875,278.0980,10,275.050,354,57.0,86,yes,yes
1668976877,265.7650,10,276.101,358,57.0,85,yes,yes
1668976890,271.9602,10,273.601,340,57.0,69,yes,yes
1668976892,277.7772,10,274.302,357,57.0,81,yes,yes
1668976894,270.9829,10,274.851,342,57.0,57,yes,yes
1668976896,269.0803,10,274.851,326,57.0,46,yes,yes
1668976900,273.3778,10,275.851,338,57.0,73,yes,yes
1668976902,275.5718,10,274.601,348,57.0,73,yes,yes
1668976904,263.1116,10,275.601,347,57.0,81,yes,yes
1668976906,271.9361,10,274.601,334,57.0,75,yes,yes
1668976908,266.2411,10,275.851,324,57.0,69,yes,yes
1668976910,278.3845,10,276.079,353,57.0,78,yes,yes
1668976912,274.0616,10,275.351,341,57.0,75,yes,yes
1668976914,279.3505,10,274.601,357,57.0,80,yes,yes
1668976916,268.0594,10,274.601,333,57.0,50,yes,yes
1668976918,266.2141,10,275.851,312,57.0,32,yes,yes
1668976921,274.0899,10,275.851,345,57.0,79,yes,yes
1668976922,274.7241,10,274.851,350,57.0,81,yes,yes
1668976924,269.1902,10,275.601,359,57.0,87,yes,yes
1668976927,277.9782,10,274.726,359,57.0,72,yes,yes
1668976929,276.6015,10,274.851,355,57.0,75,yes,yes
1668976931,276.7592,10,275.851,346,57.0,60,yes,yes
1668976933,268.3418,10,274.851,331,57.0,46,yes,yes
1668976935,272.5697,10,274.226,344,57.0,62,yes,yes
1668976937,275.2443,10,275.851,345,57.0,72,yes,yes
1668976947,275.2127,10,275.351,346,57.0,73,yes,yes
1668976954,268.5544,10,274.851,330,57.0,63,yes,yes
1668976958,277.2416,10,274.601,352,57.0,74,yes,yes
1668976960,274.1519,10,275.851,342,57.0,61,yes,yes
1668976962,280.2098,10,274.601,359,57.0,85,yes,yes
1668976964,274.3372,10,275.851,349,57.0,67,yes,yes
1668976968,269.0782,10,275.851,332,57.0,49,yes,yes
1668976972,274.5646,10,274.851,346,57.0,71,yes,yes
1668976974,273.2710,10,274.851,340,57.0,75,yes,yes
1668976978,275.7583,10,274.851,356,57.0,77,yes,yes
1668976980,270.9356,10,275.101,342,57.0,57,yes,yes
1668976982,259.1173,10,274.101,308,57.0,65,yes,yes
1668976984,277.9121,10,274.601,354,57.0,75,yes,yes
1668976986,274.0153,10,276.101,348,57.0,77,yes,yes
1668976995,272.6573,10,275.601,344,57.0,76,yes,yes
1668976997,265.7476,10,274.601,326,57.0,68,yes,yes
1668976999,277.5974,10,275.351,351,57.0,74,yes,yes
1668977001,277.4752,10,275.101,351,57.0,76,yes,yes
1668977003,268.5956,10,274.851,334,57.0,63,yes,yes
1668977006,277.3350,10,276.101,355,57.0,86,yes,yes
1668977008,265.7949,10,274.851,322,57.0,72,yes,yes
1668977010,277.0914,10,274.851,353,57.0,79,yes,yes
1668977012,263.2356,10,276.101,326,57.0,45,yes,yes
1668977014,273.2498,10,274.101,348,57.0,72,yes,yes
1668977016,273.9891,10,272.851,350,57.0,76,yes,yes
1668977018,277.5451,10,275.291,349,57.0,74,yes,yes
1668977020,276.7046,10,275.351,355,57.0,77,yes,yes
1668977028,267.7152,10,274.601,339,57.0,55,yes,yes
1668977030,269.6391,10,274.851,333,57.0,75,yes,yes
1668977032,276.7455,10,275.601,349,57.0,84,yes,yes
1668977039,276.1610,10,272.976,353,57.0,82,yes,yes
1668977041,260.1802,10,274.101,318,57.0,41,yes,yes
1668977043,279.7066,10,275.101,355,57.0,79,yes,yes
1668977046,267.9769,10,275.351,355,57.0,82,yes,yes
1668977048,274.7439,10,274.851,342,57.0,74,yes,yes
1668977050,276.4995,10,275.851,345,57.0,61,yes,yes
1668977052,269.0824,10,275.351,335,57.0,51,yes,yes
1668977054,269.2214,10,275.601,338,57.0,58,yes,yes
1668977056,271.5650,10,272.976,346,57.0,76,yes,yes
1668977060,274.7811,10,272.976,342,57.0,64,yes,yes
1668977062,274.7664,10,275.851,344,57.0,58,yes,yes
1668977064,271.3785,8,274.601,343,57.0,70,yes,yes
1668977066,277.9195,10,275.851,345,57.0,66,yes,yes
1668977074,272.1941,9,275.351,347,57.0,62,yes,yes
1668977076,275.5224,10,274.851,354,57.0,74,yes,yes
1668977078,276.0181,10,275.601,351,57.0,69,yes,yes
1668977080,274.6685,10,275.351,347,57.0,61,yes,yes
1668977082,279.3437,10,275.231,362,57.0,79,yes,yes
1668977085,275.7315,10,274.601,345,57.0,63,yes,yes
1668977089,267.1905,10,274.851,329,57.0,45,yes,yes
1668977091,271.3418,10,275.351,339,57.0,54,yes,yes
1668977093,260.2212,10,275.851,308,57.0,29,yes,yes
1668977095,271.4825,10,275.101,338,57.0,56,yes,yes
1668952021,272.0708,10,275.601,345,56.9,74,yes,yes
1668952025,277.7171,10,275.601,356,56.9,77,yes,yes
1668952027,274.7369,10,274.601,347,56.9,74,yes,yes
1668952029,272.7925,10,275.601,348,56.9,69,yes,yes
1668952035,269.6293,10,275.351,326,56.9,63,yes,yes
1668952039,268.3066,10,275.851,328,56.9,65,yes,yes
1668952041,268.8244,10,276.101,333,56.9,77,yes,yes
1668952043,279.6997,10,275.601,363,56.9,83,yes,yes
1668952045,265.5139,10,274.851,320,56.9,40,yes,yes
1668952047,274.9085,10,274.601,346,56.9,76,yes,yes
1668952053,265.0416,10,276.101,328,56.9,50,yes,yes
1668952055,272.5623,10,276.101,342,56.9,62,yes,yes
1668952057,274.2496,10,275.351,339,56.9,58,yes,yes
1668952059,269.2854,10,274.226,336,56.9,51,yes,yes
1668952075,273.2017,10,275.101,345,56.9,63,yes,yes
1668952077,275.1250,10,275.101,349,56.9,72,yes,yes
1668952079,271.2108,10,275.351,342,56.9,64,yes,yes
1668952082,257.2761,10,275.101,310,56.9,33,yes,yes
1668952090,270.5820,10,275.601,328,56.9,60,yes,yes
1668952092,274.2502,10,275.601,338,56.9,69,yes,yes
1668952094,275.1878,10,273.850,349,56.9,74,yes,yes
1668952096,267.8731,10,272.850,331,56.9,69,yes,yes
1668952098,272.6108,10,274.351,342,56.9,67,yes,yes
1668952102,272.5634,10,275.601,334,56.9,72,yes,yes
1668952106,273.6852,10,275.351,342,56.9,69,yes,yes
1668952108,276.0192,10,276.101,350,56.9,70,yes,yes
1668952113,270.9610,10,274.684,330,56.9,66,yes,yes
1668952117,269.0147,10,274.851,342,56.9,65,yes,yes
1668952127,272.8030,10,275.351,339,56.9,68,yes,yes
1668952131,274.9432,10,274.601,351,56.9,74,yes,yes
1668952134,274.9115,10,274.101,346,56.9,67,yes,yes
1668952138,272.9600,10,275.101,348,56.9,79,yes,yes
1668952140,273.9497,10,275.851,346,56.9,64,yes,yes
1668952142,273.2427,10,274.226,333,56.9,53,yes,yes
1668952144,273.0068,10,276.101,337,56.9,70,yes,yes
1668952146,275.2998,10,275.101,350,56.9,84,yes,yes
1668952154,274.0095,10,275.101,335,56.9,66,yes,yes
1668952156,273.2139,10,273.601,345,56.9,74,yes,yes
1668952158,279.2790,10,275.851,357,56.9,79,yes,yes
1668952160,259.1243,10,275.851,316,56.9,66,yes,yes
1668952162,272.7511,10,275.851,344,56.9,66,yes,yes
1668952164,280.1231,10,275.101,355,56.9,80,yes,yes
1668952166,275.9309,10,274.101,348,56.9,72,yes,yes
1668952180,274.4425,10,274.726,346,56.9,73,yes,yes
1668952182,276.3247,10,275.101,348,56.9,73,yes,yes
1668952184,277.7724,10,276.101,350,56.9,67,yes,yes
1668952188,274.8133,10,274.726,344,56.9,72,yes,yes
1668952201,275.8209,10,276.101,345,56.9,69,yes,yes
1668952206,269.8466,10,273.601,327,56.9,72,yes,yes
1668952208,276.5246,10,274.601,346,56.9,71,yes,yes
1668952210,276.7963,10,275.101,351,56.9,78,yes,yes
1668952214,272.8539,10,275.101,345,56.9,77,yes,yes
1668952216,274.5882,10,274.168,341,56.9,72,yes,yes
1668952221,270.4270,10,274.726,342,56.9,67,yes,yes
1668952223,275.5736,10,272.976,354,56.9,79,yes,yes
1668952227,273.7494,10,274.601,339,56.9,59,yes,yes
1668952238,276.0473,10,272.976,350,56.9,76,yes,yes
1668952240,273.9361,10,275.351,352,56.9,72,yes,yes
1668952243,278.1409,10,274.726,354,56.9,75,yes,yes
1668952245,276.2257,10,275.601,356,56.9,74,yes,yes
1668952248,280.5183,10,276.101,358,56.9,78,yes,yes
1668952250,277.3520,10,274.726,349,56.9,81,yes,yes
1668952264,268.1335,10,275.601,321,56.9,60,yes,yes
1668952266,277.3935,10,274.226,352,56.9,81,yes,yes
1668952271,275.7814,10,275.101,345,56.9,64,yes,yes
1668952275,264.2464,10,274.601,344,56.9,73,yes,yes
1668952277,272.1109,10,275.601,334,56.9,58,yes,yes
1668952284,271.9974,10,275.351,341,56.9,65,yes,yes
1668952286,272.7931,10,275.351,342,56.9,55,yes,yes
1668952301,276.0672,10,275.101,344,56.9,77,yes,yes
1668952309,268.8964,10,274.601,339,56.9,71,yes,yes
1668952313,273.1791,10,272.851,350,56.9,80,yes,yes
1668952315,277.4320,10,273.601,358,56.9,82,yes,yes
1668952318,275.3701,10,274.226,352,56.9,80,yes,yes
1668952320,275.3659,10,273.476,350,56.9,80,yes,yes
1668952322,263.4939,10,270.476,353,56.9,82,yes,yes
1668952324,277.0628,10,274.851,349,56.9,68,yes,yes
1668952330,265.7199,10,272.851,330,56.9,73,yes,yes
1668952332,274.9598,10,275.351,346,56.9,68,yes,yes
1668952345,276.4821,10,272.351,352,56.9,81,yes,yes
1668952349,277.4674,10,274.851,345,56.9,78,yes,yes
1668952362,275.5939,10,274.726,347,56.9,76,yes,yes
1668952364,269.1794,10,272.226,344,56.9,76,yes,yes
1668952379,274.2996,10,275.101,335,56.9,67,yes,yes
1668952383,275.6065,10,274.726,348,56.9,65,yes,yes
1668952393,274.6381,10,272.851,354,56.9,83,yes,yes
1668952397,272.7239,10,271.601,344,56.9,78,yes,yes
1668952399,270.3394,10,275.351,355,56.9,85,yes,yes
1668952416,275.9743,10,272.226,353,56.9,83,yes,yes
1668952418,274.8136,10,272.351,350,56.9,79,yes,yes
1668952425,271.1846,10,272.351,344,56.9,81,yes,yes
1668952439,272.0486,10,271.726,346,56.9,73,yes,yes
1668952441,275.0621,10,272.851,355,56.9,77,yes,yes
1668952443,275.2524,10,274.101,350,56.9,70,yes,yes
1668952445,274.4095,10,272.226,345,56.9,66,yes,yes
1668952447,277.9423,10,272.851,353,56.9,81,yes,yes
1668952452,270.7528,10,274.851,334,56.9,66,yes,yes
1668952456,274.9045,10,271.601,350,56.9,81,yes,yes
1668952458,274.7536,10,272.976,359,56.9,89,yes,yes
1668952460,274.8962,10,269.726,354,56.9,81,yes,yes
1668952463,271.5034,10,269.726,342,56.9,74,yes,yes
1668952465,272.6373,10,273.476,343,56.9,78,yes,yes
1668952467,269.9538,10,274.572,338,56.9,74,yes,yes
1668952475,273.1178,10,272.851,344,56.9,77,yes,yes
1668952480,265.2732,10,267.851,333,56.9,66,yes,yes
1668952487,268.9773,10,273.601,328,56.9,48,yes,yes
1668952495,271.5327,10,272.226,346,56.9,76,yes,yes
1668952497,275.5639,10,273.380,355,56.9,84,yes,yes
1668952499,274.2208,10,270.351,355,56.9,82,yes,yes
