time,distance,strafes,pre,max,height,sync,crouchjump,-forward
1668980324,278.5275,10,275.601,356,57.0,70,yes,yes
1668980329,275.2241,10,273.217,349,57.0,73,yes,yes
1668980331,270.2340,10,274.851,326,57.0,43,yes,yes
1668980487,269.0150,10,274.601,344,56.9,63,yes,yes
1668980489,258.5883,10,268.850,326,56.9,56,yes,yes
1668980491,269.0945,10,271.350,342,56.9,64,yes,yes
1668980493,271.7548,10,271.850,349,56.9,66,yes,yes
1668980495,267.0766,10,273.350,333,56.9,48,yes,yes
1668980497,269.0189,10,272.350,337,56.9,52,yes,yes
1668980498,269.3363,10,275.851,336,56.9,49,yes,yes
1668980500,265.4651,10,273.350,313,56.9,33,yes,yes
1668980502,269.9752,10,273.850,331,56.9,43,yes,yes
1668980506,261.3738,10,273.350,321,56.9,38,yes,yes
1668980508,274.6335,10,273.850,352,56.9,69,yes,yes
1668981361,272.7625,10,275.226,345,56.9,74,yes,yes
1668981375,268.0676,10,274.601,339,56.9,61,yes,yes
1668981377,265.0665,10,275.351,336,56.9,61,yes,yes
1668981381,262.2302,10,275.601,330,56.9,52,yes,yes
1668981383,272.1231,10,274.351,344,56.9,62,yes,yes
1668981385,277.6019,10,275.101,360,56.9,86,yes,yes
1668981387,276.4846,10,275.601,358,56.9,79,yes,yes
1668981389,272.6168,10,274.601,341,56.9,65,yes,yes
1668981391,270.3948,10,275.101,334,56.9,48,yes,yes
1668981397,269.3599,10,274.601,334,56.9,56,yes,yes
1668981401,274.3078,10,274.601,353,56.9,74,yes,yes
1668981403,270.0168,10,275.351,338,56.9,64,yes,yes
1668981405,272.2201,10,276.101,340,56.9,63,yes,yes
1668981407,271.4183,10,276.101,346,56.9,67,yes,yes
1668981409,272.9639,10,273.601,344,56.9,64,yes,yes
1668981413,267.6983,8,276.101,336,56.9,57,yes,yes
1668981417,261.9714,9,274.601,327,56.9,45,yes,yes
1668981419,261.8876,10,270.850,327,56.9,44,yes,yes
1668981421,273.2936,10,275.101,357,56.9,93,yes,yes
1668981423,262.9545,8,274.851,311,56.9,32,yes,yes
1668981430,267.0136,10,275.601,335,56.9,56,yes,yes
1668981432,277.5449,10,271.953,357,56.9,83,yes,yes
1668981434,278.4285,10,275.351,361,56.9,86,yes,yes
1668981436,279.4936,10,275.131,356,56.9,72,yes,yes
1668981438,272.9703,10,274.601,338,56.9,56,yes,yes
1668981444,275.8922,10,275.351,345,56.9,55,yes,yes
1668981446,265.5317,9,275.601,317,56.9,31,yes,yes
1668981448,265.6152,10,275.851,326,56.9,43,yes,yes
1668981450,275.0487,10,275.851,358,56.9,78,yes,yes
1668981452,277.2803,10,272.850,357,56.9,77,yes,yes
1668981458,276.1450,10,275.851,356,56.9,75,yes,yes
1668981460,275.8311,10,273.789,353,56.9,79,yes,yes
1668981462,274.3667,10,275.601,353,56.9,69,yes,yes
1668981466,268.2965,10,275.794,322,56.9,38,yes,yes
1668981468,279.5693,10,275.504,352,56.9,69,yes,yes
1668981472,255.3601,10,275.851,292,56.9,16,yes,yes
1668981474,264.8380,10,274.601,310,56.9,28,yes,yes
1668981479,261.8119,10,274.851,323,56.9,43,yes,yes
1668981481,252.1540,10,274.851,294,56.9,18,yes,yes
1668981483,259.9502,10,275.601,300,56.9,22,yes,yes
1668981485,269.8564,10,276.101,340,56.9,54,yes,yes
1668981495,280.0028,10,275.426,348,56.9,64,yes,yes
1668981506,261.0297,10,273.601,313,56.9,34,yes,yes
1668981508,280.1401,10,275.601,364,56.9,86,yes,yes
1668981510,279.7694,10,274.851,360,56.9,80,yes,yes
1668981512,272.9840,10,275.601,327,56.9,42,yes,yes
1668981514,256.5834,10,271.942,295,56.9,20,yes,yes
1668981516,280.7739,10,275.766,365,56.9,86,yes,yes
1668981518,271.9013,10,275.348,340,56.9,58,yes,yes
1668981520,258.0928,10,273.476,296,56.9,19,yes,yes
1668981534,255.8968,8,272.351,300,56.9,29,yes,yes
1668981536,280.4991,10,275.851,358,56.9,81,yes,yes
1668981538,262.7498,10,274.601,313,56.9,32,yes,yes
1668981540,274.5995,8,275.601,351,56.9,70,yes,yes
1668981542,267.5495,8,276.101,325,56.9,41,yes,yes
1668981544,271.6267,10,273.601,343,56.9,63,yes,yes
1668981546,260.9119,10,275.260,314,56.9,30,yes,yes
1668981548,271.8671,8,274.601,328,56.9,46,yes,yes
1668981552,270.6935,10,275.851,335,56.9,49,yes,yes
1668981558,254.1759,10,275.851,293,56.9,19,yes,yes
1668981560,262.5361,8,275.729,310,56.9,30,yes,yes
1668981583,276.6535,10,275.851,356,56.9,81,yes,yes
1668981585,275.6534,10,275.601,346,56.9,64,yes,yes
1668981589,261.4194,10,274.226,310,56.9,32,yes,yes
1668981591,268.9062,10,274.101,331,56.9,52,yes,yes
1668981595,266.8031,10,275.351,318,56.9,39,yes,yes
1668981597,272.4498,10,275.101,344,56.9,61,yes,yes
1668981599,276.9685,10,276.101,357,56.9,84,yes,yes
1668981602,271.5076,10,275.101,330,56.9,47,yes,yes
1668981604,261.6202,10,276.101,309,56.9,33,yes,yes
1668981607,263.5097,10,274.726,312,56.9,33,yes,yes
1668981609,273.6552,10,276.101,357,56.9,82,yes,yes
1668981613,268.5237,10,273.260,335,56.9,52,yes,yes
1668981615,271.6823,10,275.351,343,56.9,62,yes,yes
1668981619,266.2035,10,275.351,321,56.9,38,yes,yes
1668981621,266.6011,10,275.851,318,56.9,36,yes,yes
1668981646,257.0960,10,273.601,308,56.9,33,yes,yes
1668981652,257.0420,10,275.051,298,56.9,22,yes,yes
1668981654,265.0231,10,274.601,321,56.9,41,yes,yes
1668981657,260.9547,8,275.851,314,56.9,36,yes,yes
1668981659,254.3903,10,275.351,306,56.9,70,yes,yes
1668981661,276.0404,10,275.351,353,56.9,77,yes,yes
1668981663,255.5054,10,274.601,314,56.9,42,yes,yes
1668981665,278.6172,10,274.601,360,56.9,77,yes,yes
1668981667,273.0601,10,275.851,335,56.9,53,yes,yes
1668981669,277.2660,10,274.851,351,56.9,79,yes,yes
1668981671,271.4804,10,275.351,347,56.9,80,yes,yes
1668981674,277.3590,10,275.601,356,56.9,83,yes,yes
1668981678,262.1687,10,274.601,306,56.9,29,yes,yes
1668981682,277.0140,10,274.851,359,56.9,82,yes,yes
1668981684,269.4081,10,274.601,344,56.9,83,yes,yes
1668981686,267.8319,10,274.851,332,56.9,79,yes,yes
1668981690,264.8141,10,275.101,320,56.9,39,yes,yes
1668981692,277.5614,10,275.601,353,56.9,86,yes,yes
1668981696,277.0592,10,275.601,352,56.9,75,yes,yes
1668981698,278.7894,10,276.101,355,56.9,77,yes,yes
1668981704,277.4387,10,275.601,345,56.9,65,yes,yes
1668981706,275.2988,10,272.976,351,56.9,83,yes,yes
1668981710,279.7098,10,275.601,361,56.9,84,yes,yes
1668981712,280.6442,10,276.101,357,56.9,84,yes,yes
1668981714,263.3759,10,276.101,312,56.9,32,yes,yes
1668981716,271.4309,10,274.602,334,56.9,52,yes,yes
1668981718,280.7542,10,275.677,358,56.9,84,yes,yes
1668981720,277.7124,10,274.635,344,56.9,64,yes,yes
1668981782,273.7385,10,274.601,346,56.9,61,yes,yes
1668981784,260.8740,8,274.726,336,56.9,51,yes,yes
1668981793,263.3535,10,275.351,327,56.9,46,yes,yes
1668981795,267.6303,10,275.351,337,56.9,53,yes,yes
1668981797,273.4989,10,275.101,347,56.9,68,yes,yes
1668981799,270.3847,10,275.351,342,56.9,76,yes,yes
1668981801,268.0685,9,274.601,333,56.9,51,yes,yes
1668981803,274.9039,10,275.851,343,56.9,57,yes,yes
1668981805,268.3880,10,274.601,326,56.9,45,yes,yes
1668981807,270.4347,8,274.351,345,56.9,71,yes,yes
1668981809,277.5004,10,274.200,350,56.9,83,yes,yes
1668981811,273.8056,10,275.247,339,56.9,58,yes,yes
1668981813,280.1856,10,274.851,356,56.9,72,yes,yes
1668981815,270.9738,10,275.351,326,56.9,43,yes,yes
1668981818,275.2130,10,275.851,334,56.9,48,yes,yes
1668981820,272.0393,10,275.351,332,56.9,48,yes,yes
1668981822,264.3426,9,275.851,352,56.9,74,yes,yes
1668981824,279.1126,10,275.851,348,56.9,66,yes,yes
1668981826,281.3993,10,275.627,359,56.9,80,yes,yes
1668981828,267.0521,10,274.601,359,56.9,80,yes,yes
1668981830,273.1137,10,275.851,348,56.9,69,yes,yes
1668981832,273.5557,10,275.101,342,56.9,62,yes,yes
1668981834,279.8995,10,273.557,357,56.9,80,yes,yes
1668981836,266.0491,10,275.351,321,56.9,37,yes,yes
1668981838,277.1520,10,274.601,346,56.9,61,yes,yes
1668981840,271.4837,10,275.351,334,56.9,48,yes,yes
1668981843,275.3281,10,274.601,347,56.9,61,yes,yes
1668981845,266.7398,10,275.851,314,56.9,33,yes,yes
1668981847,279.0785,10,275.101,351,56.9,73,yes,yes
1668981849,251.4775,10,275.601,290,56.9,22,yes,yes
1668981851,269.3646,10,275.601,341,56.9,67,yes,yes
1668981853,278.6867,10,276.101,358,56.9,74,yes,yes
1668981858,271.6559,10,272.351,346,56.9,71,yes,yes
1668981860,276.3970,10,274.851,353,56.9,72,yes,yes
1668981862,259.3209,9,274.851,324,56.9,61,yes,yes
1668981865,271.4021,10,274.851,347,56.9,74,yes,yes
1668981867,276.1067,10,274.601,347,56.9,71,yes,yes
1668981869,275.7706,10,274.644,348,56.9,64,yes,yes
1668981873,272.5778,10,273.653,348,56.9,80,yes,yes
1668981875,266.7203,10,275.351,321,56.9,37,yes,yes
1668981877,274.2165,10,275.601,353,56.9,80,yes,yes
1668981880,264.3557,10,276.101,319,56.9,41,yes,yes
1668981885,256.9558,10,274.601,302,56.9,24,yes,yes
1668981887,274.7052,10,274.601,354,56.9,85,yes,yes
1668981889,274.6650,10,274.601,347,56.9,72,yes,yes
1668981891,266.6907,10,275.101,321,56.9,39,yes,yes
1668981903,276.2409,10,274.601,352,56.9,70,yes,yes
1668981905,275.1858,10,274.851,358,56.9,71,yes,yes
1668981907,262.4780,10,276.101,312,56.9,27,yes,yes
1668981909,265.3155,10,274.601,317,56.9,38,yes,yes
1668981911,273.6375,10,275.351,339,56.9,56,yes,yes
1668981915,255.7670,10,275.531,294,56.9,20,yes,yes
1668981917,256.6539,10,275.351,299,56.9,20,yes,yes
1668981919,271.5360,10,275.851,348,56.9,61,yes,yes
1668981921,274.8202,10,274.726,351,56.9,78,yes,yes
1668981923,267.0075,10,275.351,359,56.9,88,yes,yes
1668981926,274.5248,10,274.226,348,56.9,63,yes,yes
1668981928,268.4853,10,275.351,334,56.9,47,yes,yes
1668981930,269.6928,10,276.101,338,56.9,55,yes,yes
1668981932,257.6660,10,271.101,305,56.9,27,yes,yes
1668981934,272.1901,10,275.101,341,56.9,58,yes,yes
1668981936,274.5793,10,275.101,346,56.9,59,yes,yes
1668981938,278.9798,10,274.101,354,56.9,70,yes,yes
1668981941,253.7610,10,274.101,293,56.9,21,yes,yes
1668981947,271.9507,10,274.851,349,56.9,63,yes,yes
1668981949,265.2537,10,275.851,326,56.9,45,yes,yes
1668981951,275.6059,10,274.101,350,56.9,67,yes,yes
1668981959,261.7101,10,274.851,329,56.9,47,yes,yes
1668981961,272.0056,10,274.601,342,56.9,56,yes,yes
1668981963,261.7938,10,274.601,316,56.9,34,yes,yes
1668981965,275.4268,10,275.851,350,56.9,59,yes,yes
1668981967,277.0211,10,275.601,354,56.9,70,yes,yes
1668981969,267.2230,10,275.601,336,56.9,49,yes,yes
1668981971,270.8850,10,275.101,327,56.9,44,yes,yes
1668981973,267.0904,10,273.969,331,56.9,53,yes,yes
1668981975,281.3042,10,275.588,361,56.9,76,yes,yes
1668981977,276.6340,10,274.851,352,56.9,67,yes,yes
1668981979,260.7614,8,275.351,321,56.9,37,yes,yes
1668981981,271.4526,10,274.851,341,56.9,59,yes,yes
1668981983,267.6997,10,276.101,325,56.9,37,yes,yes
1668981986,263.9991,10,275.444,320,56.9,37,yes,yes
1668981988,256.3510,10,275.101,314,56.9,61,yes,yes
1668981990,274.4066,10,275.851,356,56.9,81,yes,yes
1668981992,274.6243,10,273.601,342,56.9,56,yes,yes
1668981994,263.8222,9,273.851,327,56.9,42,yes,yes
1668981996,273.2615,10,274.851,343,56.9,70,yes,yes
1668982000,273.3893,10,275.601,345,56.9,57,yes,yes
1668982002,268.9542,10,275.351,326,56.9,40,yes,yes
1668982004,257.5432,10,275.601,304,56.9,23,yes,yes
1668982010,265.4392,10,275.351,338,56.9,53,yes,yes
1668982012,275.2351,10,274.851,349,56.9,66,yes,yes
1668982014,276.7510,10,275.601,361,56.9,78,yes,yes
1668982016,270.1138,10,275.351,332,56.9,45,yes,yes
1668982018,267.5396,10,275.101,321,56.9,40,yes,yes
1668982020,262.0631,10,274.601,351,56.9,73,yes,yes
1668982023,274.4835,10,275.101,355,56.9,76,yes,yes
1669044783,272.1347,10,275.601,343,57.0,72,yes,yes
1669044785,273.5824,10,276.101,355,57.0,75,yes,yes
1669044787,269.5540,10,269.850,335,57.0,76,yes,yes
1669044791,262.2224,10,275.101,330,57.0,49,yes,yes
1669044793,273.9335,10,274.851,361,57.0,76,yes,yes
1669044795,272.5806,10,274.601,338,57.0,71,yes,yes
1669044797,263.3742,10,270.350,329,57.0,63,yes,yes
1669044799,269.4436,10,272.850,328,57.0,72,yes,yes
1669044801,274.1989,10,275.351,345,57.0,62,yes,yes
1669044805,262.4426,10,274.851,312,57.0,31,yes,yes
1669044807,262.5806,10,274.601,320,57.0,44,yes,yes
1669044818,267.9180,10,275.101,342,57.0,60,yes,yes
1669044820,275.9982,10,276.101,357,57.0,75,yes,yes
1669044824,266.8331,10,275.851,335,57.0,55,yes,yes
1669044826,273.0802,10,274.851,347,57.0,69,yes,yes
1669044828,270.3338,10,275.351,341,57.0,66,yes,yes
1669044830,276.1814,10,275.351,354,57.0,74,yes,yes
1669044832,266.9152,10,275.351,359,57.0,79,yes,yes
1669044838,270.6958,10,275.601,341,57.0,57,yes,yes
1669044840,263.5528,10,271.101,333,57.0,65,yes,yes
1669044842,267.1984,10,274.601,337,57.0,58,yes,yes
1669044844,269.1882,10,275.851,341,57.0,71,yes,yes
1669044847,271.7963,10,273.476,342,57.0,59,yes,yes
1669044851,270.2905,10,275.851,337,57.0,65,yes,yes
1669044855,269.4226,10,276.101,344,57.0,69,yes,yes
1669044857,268.7462,10,271.350,343,57.0,72,yes,yes
1669044862,268.5766,10,276.101,338,57.0,56,yes,yes
1669044868,274.9690,10,274.851,354,57.0,79,yes,yes
1669044870,260.9996,10,272.351,335,57.0,81,yes,yes
1669044872,272.4782,10,272.351,348,57.0,71,yes,yes
1669044874,278.1327,10,275.101,358,57.0,81,yes,yes
1669044876,270.4371,10,275.601,331,57.0,69,yes,yes
1669044878,274.9713,10,274.601,349,57.0,78,yes,yes
1669044880,277.6191,10,275.851,353,57.0,76,yes,yes
1669044883,268.7504,10,275.351,327,57.0,42,yes,yes
1669044885,279.7024,10,274.601,361,57.0,75,yes,yes
1669044887,259.7229,10,276.101,341,57.0,59,yes,yes
1669044899,263.0989,9,275.851,322,57.0,42,yes,yes
1669044902,265.5852,8,274.101,331,57.0,51,yes,yes
1669044904,266.8623,10,275.351,334,57.0,57,yes,yes
1669044906,269.0321,10,275.101,340,57.0,58,yes,yes
1669044908,259.0057,10,272.351,312,57.0,33,yes,yes
1669044923,271.0562,10,275.351,341,57.0,63,yes,yes
1669044927,263.8636,10,275.351,328,57.0,46,yes,yes
1669044929,274.5569,10,274.726,342,57.0,57,yes,yes
1669044931,276.5570,10,275.167,350,57.0,68,yes,yes
1669044940,272.9326,10,275.101,340,57.0,66,yes,yes
1669044942,278.1330,10,274.601,356,57.0,77,yes,yes
1669044944,261.9065,10,275.351,345,57.0,69,yes,yes
1669044946,276.4705,10,275.351,352,57.0,77,yes,yes
1669044951,264.5677,10,274.851,331,57.0,51,yes,yes
1669044953,262.9173,10,275.351,327,57.0,45,yes,yes
1669044965,272.6463,10,274.726,347,57.0,68,yes,yes
1669044981,270.4625,10,275.851,336,57.0,74,yes,yes
1669044983,272.7409,10,275.351,351,57.0,66,yes,yes
1669044988,269.3942,10,272.851,344,57.0,73,yes,yes
1669044990,268.3940,10,275.351,332,57.0,59,yes,yes
1669044998,269.4310,10,274.851,340,57.0,74,yes,yes
1669045000,267.2634,10,274.101,334,57.0,55,yes,yes
1669045002,259.2073,10,272.351,312,57.0,37,yes,yes
1669045004,258.6091,10,273.976,312,57.0,62,yes,yes
1669045006,269.4613,10,274.726,337,57.0,63,yes,yes
1669045010,268.6220,10,275.351,341,57.0,64,yes,yes
1669045012,278.6202,10,273.309,355,57.0,82,yes,yes
1669045014,265.4663,10,275.601,349,57.0,74,yes,yes
1669045023,266.6923,8,275.101,331,57.0,49,yes,yes
1669045030,275.0428,10,276.101,354,57.0,79,yes,yes
1669045046,258.3120,10,274.601,319,57.0,60,yes,yes
1669045048,274.2146,10,276.101,345,57.0,82,yes,yes
1669045050,270.8418,10,275.351,338,57.0,56,yes,yes
1669045052,275.0849,10,275.851,350,57.0,77,yes,yes
1669045055,272.3197,10,275.851,342,57.0,69,yes,yes
1669045057,266.8908,10,273.476,355,57.0,82,yes,yes
1669045059,274.1130,10,274.101,345,57.0,77,yes,yes
1669045061,276.1132,10,275.101,353,57.0,78,yes,yes
1669045063,266.1491,10,275.101,327,57.0,56,yes,yes
1669045067,264.9264,10,275.351,316,57.0,64,yes,yes
1669045069,268.3128,10,275.851,325,57.0,41,yes,yes
1669045073,265.0378,10,272.976,333,57.0,54,yes,yes
1669045075,270.7606,10,276.101,343,57.0,63,yes,yes
1669045077,278.1889,10,276.101,357,57.0,79,yes,yes
1669045082,263.0526,10,274.101,342,57.0,67,yes,yes
1669045084,272.7353,10,272.226,342,57.0,69,yes,yes
1669045107,269.6160,10,275.601,344,57.0,59,yes,yes
1669045110,274.0350,10,274.226,352,57.0,79,yes,yes
1669045114,267.6139,10,271.726,333,57.0,68,yes,yes
1669045116,276.1896,10,275.101,352,57.0,76,yes,yes
1669045120,266.4095,10,275.101,322,57.0,64,yes,yes
1669045122,269.9964,10,274.601,335,57.0,61,yes,yes
1669045125,272.0915,10,275.601,337,57.0,58,yes,yes
1669045127,264.4280,10,274.851,321,57.0,65,yes,yes
1669045129,268.7222,10,276.101,338,57.0,63,yes,yes
1669045131,276.6101,10,274.226,354,57.0,78,yes,yes
1669045134,265.0308,10,275.101,324,57.0,40,yes,yes
1669045136,274.2434,10,275.101,345,57.0,61,yes,yes
1669045140,267.1545,10,275.101,330,57.0,60,yes,yes
1669045153,267.5245,10,272.976,336,57.0,54,yes,yes
1669045155,272.0519,10,274.101,338,57.0,61,yes,yes
1669045157,273.5042,10,272.351,350,57.0,76,yes,yes
1669045159,269.9118,10,275.601,341,57.0,67,yes,yes
1669045166,273.6555,10,275.351,346,57.0,78,yes,yes
1669045168,272.6387,10,273.601,339,57.0,71,yes,yes
1669045170,261.2952,10,273.226,334,57.0,77,yes,yes
1669045172,265.4654,10,274.851,351,57.0,84,yes,yes
1669045176,263.1734,10,272.851,326,57.0,49,yes,yes
1669045178,262.9965,10,274.601,338,57.0,56,yes,yes
1669045180,266.2334,10,274.351,322,57.0,43,yes,yes
1669045182,272.7650,10,274.101,345,57.0,70,yes,yes
1669045186,266.6415,10,275.101,319,57.0,64,yes,yes
1669045188,267.6356,10,275.101,329,57.0,55,yes,yes
1669045190,272.1492,10,272.351,341,57.0,76,yes,yes
1669045194,260.1743,10,271.726,340,57.0,75,yes,yes
1669045249,269.9825,10,275.351,342,57.0,62,yes,yes
1669045251,261.7355,10,274.601,323,57.0,45,yes,yes
1669045267,260.2635,10,271.601,329,57.0,55,yes,yes
1669045269,275.1621,10,274.601,353,57.0,77,yes,yes
1669045289,277.4955,10,275.851,350,57.0,69,yes,yes
1669045291,278.3872,10,275.351,353,57.0,74,yes,yes
1669045293,274.0223,10,272.976,347,57.0,74,yes,yes
1669045295,276.2518,10,275.351,351,57.0,68,yes,yes
1669045297,267.4274,10,275.101,329,57.0,51,yes,yes
1669045299,258.4219,10,274.601,311,57.0,35,yes,yes
1669045301,265.3887,10,275.851,356,57.0,76,yes,yes
1669045303,265.4458,10,275.101,353,57.0,77,yes,yes
1669045305,263.2552,10,274.351,315,57.0,69,yes,yes
1669045307,277.4549,10,271.350,355,57.0,83,yes,yes
1669045309,277.6977,10,275.351,359,57.0,84,yes,yes
1669045311,260.4995,10,274.226,314,57.0,69,yes,yes
1669045315,275.2824,10,276.101,352,57.0,72,yes,yes
1669045317,277.2513,10,275.351,354,57.0,78,yes,yes
1669045319,276.8853,10,275.351,356,57.0,82,yes,yes
1669045321,273.6644,10,276.101,343,57.0,65,yes,yes
1669045324,268.1638,10,274.601,355,57.0,82,yes,yes
1669045334,273.4053,10,276.101,343,57.0,68,yes,yes
1669045339,263.7663,10,274.601,337,57.0,73,yes,yes
1669045341,274.4197,10,274.851,349,57.0,72,yes,yes
1669045343,278.0641,10,275.601,358,57.0,85,yes,yes
1669045352,275.7560,10,275.851,348,57.0,74,yes,yes
1669045354,269.7284,10,273.476,340,57.0,70,yes,yes
1669045360,267.2259,10,273.601,336,57.0,60,yes,yes
1669045362,276.2217,10,274.601,350,57.0,80,yes,yes
1669045364,267.8834,10,272.351,342,57.0,69,yes,yes
1669045367,262.2225,10,274.851,346,57.0,76,yes,yes
1669045372,268.7187,10,275.601,343,57.0,61,yes,yes
1669045375,277.3367,10,274.726,353,57.0,73,yes,yes
1669045377,274.3179,10,275.851,353,57.0,64,yes,yes
1669045379,273.1076,10,274.851,340,57.0,58,yes,yes
1669045381,273.3371,10,276.101,350,57.0,71,yes,yes
1669045383,265.5887,10,275.851,320,57.0,39,yes,yes
1669045392,262.4500,10,274.601,319,57.0,43,yes,yes
1669045394,265.9431,10,274.851,332,57.0,55,yes,yes
1669045396,265.4632,10,275.601,319,57.0,38,yes,yes
1669045398,274.6239,10,275.101,349,57.0,84,yes,yes
1669045400,274.4247,10,274.601,357,57.0,87,yes,yes
1669045402,273.1460,10,274.851,334,57.0,70,yes,yes
1669045411,271.2069,10,275.226,347,57.0,66,yes,yes
1669045413,268.5147,10,274.851,344,57.0,65,yes,yes
1669045422,271.8662,10,276.101,347,57.0,71,yes,yes
1669045424,275.9316,8,275.563,348,57.0,68,yes,yes
1669045427,275.9916,9,273.476,348,57.0,70,yes,yes
1669045438,268.7511,8,276.101,333,57.0,50,yes,yes
1669045440,273.9362,8,275.351,346,57.0,65,yes,yes
1669045442,274.2082,10,274.851,354,57.0,82,yes,yes
1669045466,274.1593,10,275.351,346,57.0,69,yes,yes
1669045468,277.9609,10,275.038,357,57.0,83,yes,yes
1669045474,274.4464,10,274.848,349,57.0,72,yes,yes
1669045477,268.1098,10,272.850,326,57.0,43,yes,yes
1669045479,263.5783,10,275.351,305,57.0,27,yes,yes
1669045482,265.1991,10,275.601,332,57.0,50,yes,yes
1669045486,277.1693,10,274.851,352,57.0,77,yes,yes
1669045488,272.1629,10,275.101,331,57.0,50,yes,yes
1669045490,275.8255,10,274.289,335,57.0,56,yes,yes
1669045492,260.2739,10,276.101,309,57.0,28,yes,yes
1669045496,267.2185,10,275.851,337,57.0,53,yes,yes
1669045507,269.3615,10,271.726,341,57.0,59,yes,yes
1669045519,273.0265,10,275.351,344,57.0,69,yes,yes
1669045521,267.1423,10,274.601,336,57.0,58,yes,yes
1669045549,270.0742,10,275.101,346,57.0,75,yes,yes
1669045551,271.8505,10,274.851,341,57.0,58,yes,yes
1669045553,256.3692,10,275.351,303,57.0,26,yes,yes
1669045560,269.8472,10,274.601,340,57.0,61,yes,yes
1669045562,259.4642,10,273.476,314,57.0,40,yes,yes
1669045566,275.2864,10,275.101,352,57.0,78,yes,yes
1669045570,256.7926,8,274.726,315,57.0,56,yes,yes
1669045572,266.3776,8,274.601,333,57.0,71,yes,yes
1669045575,267.1123,9,276.101,333,57.0,66,yes,yes
1669045578,266.1534,10,275.351,330,57.0,44,yes,yes
1669045584,276.5570,10,275.351,357,57.0,83,yes,yes
1669045586,276.8375,10,274.101,349,57.0,76,yes,yes
1669045589,279.0894,10,275.952,364,57.0,89,yes,yes
1669045596,261.2941,10,274.851,308,57.0,29,yes,yes
1669045598,254.3735,10,274.601,320,57.0,42,yes,yes
1669045600,270.3147,10,275.851,342,57.0,62,yes,yes
1669045602,267.8859,10,275.851,337,57.0,53,yes,yes
1669045604,273.6632,10,276.101,348,57.0,79,yes,yes
1669045606,275.2705,10,276.101,354,57.0,74,yes,yes
1669045608,267.6549,10,273.739,355,57.0,86,yes,yes
1669045613,261.7524,10,276.101,348,57.0,71,yes,yes
1669045617,269.4706,8,274.851,340,57.0,62,yes,yes
1669045630,271.6782,10,275.101,341,57.0,62,yes,yes
1669045634,265.1354,10,275.101,326,57.0,48,yes,yes
1669045636,269.2769,10,274.726,341,57.0,71,yes,yes
1669045638,254.7099,10,272.851,306,57.0,32,yes,yes
1669045640,279.2011,10,275.351,354,57.0,78,yes,yes
1669045644,274.4010,10,271.850,345,57.0,74,yes,yes
1669045646,270.4728,10,273.601,343,57.0,87,yes,yes
1669045648,265.9232,10,274.101,345,57.0,64,yes,yes
1669045650,265.8688,10,275.351,323,57.0,46,yes,yes
1669045654,273.5314,10,274.601,348,57.0,72,yes,yes
1669045656,262.0328,10,275.601,342,57.0,59,yes,yes
1669045658,277.0690,10,275.351,353,57.0,73,yes,yes
1669045660,272.3195,10,275.851,337,57.0,49,yes,yes
1669045662,266.9142,10,275.101,350,57.0,72,yes,yes
1669045665,268.9669,10,275.351,330,57.0,47,yes,yes
1669045667,262.6846,10,275.601,334,57.0,51,yes,yes
1669045669,263.5270,10,274.601,349,57.0,81,yes,yes
1669045673,275.4017,10,271.850,346,57.0,68,yes,yes
1669045676,272.7221,10,275.101,342,57.0,73,yes,yes
1669045678,276.6223,10,274.851,351,57.0,75,yes,yes
1669045680,271.4600,10,275.101,343,57.0,74,yes,yes
1669045684,273.8224,10,275.851,348,57.0,69,yes,yes
1669045686,271.5301,10,275.601,340,57.0,65,yes,yes
1669045692,277.0808,10,275.101,359,57.0,78,yes,yes
1669045696,276.0387,10,276.101,362,57.0,82,yes,yes
1669045698,273.4949,9,273.350,343,57.0,69,yes,yes
1669045703,273.8374,10,272.351,349,57.0,76,yes,yes
1669045705,274.8832,10,274.601,351,57.0,68,yes,yes
1669045713,263.3115,10,274.601,330,57.0,52,yes,yes
1669045715,272.0859,10,275.851,347,57.0,60,yes,yes
1669045719,266.3090,10,275.601,325,57.0,40,yes,yes
1669045726,267.3348,10,275.351,335,57.0,52,yes,yes
1669045732,269.9062,10,274.851,337,57.0,58,yes,yes
1669045734,277.3532,10,273.850,346,57.0,69,yes,yes
1669045738,274.6118,10,274.601,345,57.0,62,yes,yes
1669045744,279.6021,10,276.101,355,57.0,81,yes,yes
1669045746,277.0070,10,275.851,348,57.0,73,yes,yes
1669045750,279.9750,10,275.351,354,57.0,74,yes,yes
1669045752,278.7527,10,275.851,353,57.0,79,yes,yes
1669045754,269.4882,10,275.843,325,57.0,46,yes,yes
1669045756,274.3388,10,275.601,340,57.0,58,yes,yes
1669045758,259.9904,10,275.601,312,57.0,35,yes,yes
1669045761,271.1903,10,276.060,325,57.0,43,yes,yes
1669045772,270.6027,10,274.601,340,57.0,61,yes,yes
1669045775,268.7742,10,275.851,339,57.0,59,yes,yes
1669045783,274.8284,10,275.351,355,57.0,78,yes,yes
1669045786,267.7216,10,274.851,341,57.0,63,yes,yes
1669045788,260.2399,10,274.601,330,57.0,61,yes,yes
1669045803,269.7976,9,276.101,338,57.0,69,yes,yes
1669045809,277.8547,10,276.101,356,57.0,74,yes,yes
1669045811,267.1491,10,272.101,336,57.0,56,yes,yes
1669045813,274.7436,10,276.101,351,57.0,84,yes,yes
